mut_types,mut_layer_name,mut_result
LD,classifier.5,True
LS,"layers.5,layers.4",True
RA,layers.19,True
LC,layers.15,True
RA,layers.22,True
NAI,layers.0,True
NAI,layers.20,True
WS,layers.7,True
NS,layers.27,True
LD,layers.21,True
WS,layers.27,True
GF,layers.4,True
LC,layers.36,True
LC,layers.16,True
LD,layers.31,True
WS,layers.24,True
NS,layers.40,True
NS,layers.30,True
LA,no,LA Create illegal layer
NS,layers.10,True
GF,classifier.3,True
LD,classifier.2,True
RA,layers.26,True
GF,layers.36,True
NEB,layers.7,True
NS,layers.24,True
LS,"layers.18,layers.19",True
GF,layers.23,True
NEB,layers.7,True
AFRM,layers.32,True
RA,layers.26,True
GF,layers.2,True
AFRM,layers.12,True
AFRM,layers.26,True
RA,layers.9,True
AFRM,layers.29,True
NS,layers.40,True
NEB,layers.7,True
LD,layers.5,True
LC,layers.9,True
NAI,layers.7,True
RA,layers.18,True
GF,layers.36,True
NAI,layers.27,True
LD,classifier.3,True
GF,layers.17,True
LD,layers.19,True
NAI,layers.7,True
NEB,layers.7,True
NEB,layers.7,True
LD,layers.9,True
NAI,layers.3,True
LA,layers.1,True
GF,layers.3,True
LS,"layers.9,layers.8",True
NEB,layers.7,True
LC,layers.11,True
LS,"layers.2,layers.1",True
LD,layers.8,True
NS,layers.30,True
NS,layers.20,True
LS,"layers.41,layers.42",True
RA,layers.4,True
LD,layers.36,True
LC,layers.35,True
GF,classifier,True
AFRM,layers.4,True
NEB,layers.7,True
LC,layers.8,True
NEB,layers.7,True
LC,layers.41,True
LA,no,LA Create illegal layer
LS,"layers.2,layers.1",True
AFRM,layers.2,True
RA,layers.18,True
NAI,layers.34,True
LD,layers.36,True
LC,layers.42,True
RA,layers.39,True
RA,classifier.4,True
AFRM,layers.18,True
LA,no,LA Create illegal layer
GF,classifier,True
LC,layers.22,True
NEB,layers.7,True
RA,classifier.1,True
LD,layers.41,True
NS,layers.30,True
NS,layers.24,True
NEB,layers.7,True
LC,layers.25,True
NS,layers.10,True
LD,layers.11,True
LS,"layers.8,layers.9",True
NAI,layers.14,True
NAI,layers.34,True
NS,layers.24,True
AFRM,classifier.1,True
RA,classifier.4,True
NEB,layers.7,True
